NU_ANO_CENSO;NO_REGIAO;SG_UF;NO_MUNICIPIO;TP_DEPENDENCIA;acess_rampa;acess_elevador;acess_banheiro_pcd;politica_pcd;matriculas_basico;matriculas_fundamental;matriculas_medio;docentes_basico;docentes_fundamental;docentes_medio
2022;Sudeste;SP;Avar;1;1;0;1;1;451.0;0.0;328.0;50.0;0.0;47.0
2022;Sudeste;SP;Barretos;1;1;0;1;1;566.0;0.0;539.0;58.0;0.0;52.0
2022;Sudeste;SP;Barueri;3;1;0;1;1;75.0;0.0;0.0;65.0;0.0;0.0
2022;Sudeste;SP;Barueri;3;0;0;0;1;2845.0;0.0;2498.0;137.0;0.0;121.0
2022;Sudeste;SP;Barueri;3;0;0;1;1;359.0;0.0;0.0;12.0;0.0;0.0
2022;Sudeste;SP;Batatais;4;0;0;1;1;83.0;35.0;0.0;10.0;7.0;0.0
2022;Sudeste;SP;Bauru;4;0;0;1;1;67.0;67.0;0.0;5.0;5.0;0.0
2022;Sudeste;SP;Birigui;1;1;0;1;1;377.0;0.0;236.0;55.0;0.0;31.0
2022;Sudeste;SP;Boituva;3;1;0;1;1;;;;;;
2022;Sudeste;SP;Boituva;1;1;1;1;1;538.0;0.0;224.0;61.0;0.0;35.0
2022;Sudeste;SP;Bragana Paulista;1;1;1;1;1;490.0;0.0;337.0;56.0;0.0;47.0
2022;Sudeste;SP;Bragana Paulista;4;1;1;1;1;273.0;176.0;0.0;13.0;8.0;0.0
2022;Sudeste;SP;Campinas;4;0;0;1;1;188.0;188.0;0.0;13.0;13.0;0.0
2022;Sudeste;SP;Campinas;3;0;1;1;1;401.0;0.0;0.0;52.0;0.0;0.0
2022;Sudeste;SP;Campinas;3;1;0;0;1;438.0;0.0;0.0;47.0;0.0;0.0
2022;Sudeste;SP;Campinas;1;1;1;1;1;570.0;0.0;261.0;58.0;0.0;44.0
2022;Sudeste;SP;Campinas;4;1;0;1;1;151.0;0.0;0.0;17.0;0.0;0.0
2022;Sudeste;SP;Campos do Jordo;1;1;0;1;1;269.0;0.0;209.0;41.0;0.0;33.0
2022;Sudeste;SP;Capo Bonito;4;1;0;1;1;69.0;69.0;0.0;8.0;8.0;0.0
2022;Sudeste;SP;Capivari;1;0;1;1;1;336.0;0.0;217.0;53.0;0.0;42.0
2022;Sudeste;SP;Caraguatatuba;1;1;0;1;1;760.0;0.0;113.0;44.0;0.0;18.0
2022;Sudeste;SP;Catanduva;1;1;0;1;1;374.0;0.0;341.0;56.0;0.0;50.0
2022;Sudeste;SP;Cotia;4;1;0;1;1;146.0;0.0;0.0;11.0;0.0;0.0
2022;Sudeste;SP;Cotia;3;0;0;1;1;791.0;0.0;0.0;51.0;0.0;0.0
2022;Sudeste;SP;Cubato;1;1;0;1;1;601.0;0.0;477.0;66.0;0.0;53.0
2022;Sudeste;SP;Diadema;4;0;0;0;1;601.0;0.0;0.0;28.0;0.0;0.0
2022;Sudeste;SP;Embu das Artes;4;0;0;1;1;100.0;100.0;0.0;15.0;15.0;0.0
2022;Sudeste;SP;Gara;4;1;0;1;1;56.0;0.0;0.0;6.0;0.0;0.0
2022;Sudeste;SP;Guaratinguet;4;1;1;1;1;266.0;244.0;0.0;22.0;21.0;0.0
2022;Sudeste;SP;Guarulhos;4;1;0;1;1;364.0;0.0;0.0;17.0;0.0;0.0
2022;Sudeste;SP;Guarulhos;1;1;0;1;1;454.0;0.0;303.0;52.0;0.0;39.0
2022;Sudeste;SP;Holambra;4;1;0;1;1;;;;;;
2022;Sudeste;SP;Hortolndia;1;1;1;1;1;454.0;0.0;285.0;57.0;0.0;46.0
2022;Sudeste;SP;Ilha Solteira;1;0;0;0;1;193.0;0.0;183.0;21.0;0.0;21.0
2022;Sudeste;SP;Itapetininga;1;1;1;1;1;416.0;0.0;287.0;60.0;0.0;48.0
2022;Sudeste;SP;Itaquaquecetuba;1;1;0;1;1;359.0;0.0;233.0;42.0;0.0;37.0
2022;Sudeste;SP;Itaquaquecetuba;4;1;0;0;1;437.0;297.0;89.0;21.0;18.0;10.0
2022;Sudeste;SP;Jacare;1;1;0;1;1;632.0;0.0;269.0;66.0;0.0;49.0
2022;Sudeste;SP;Jandira;4;0;1;1;1;333.0;0.0;0.0;13.0;0.0;0.0
2022;Sudeste;SP;Jardinpolis;4;0;0;1;1;38.0;38.0;0.0;5.0;5.0;0.0
2022;Sudeste;SP;Jundia;1;1;1;1;1;231.0;0.0;178.0;25.0;0.0;23.0
2022;Sudeste;SP;Mato;1;1;0;1;1;346.0;0.0;294.0;54.0;0.0;46.0
2022;Sudeste;SP;Mogi das Cruzes;4;0;0;1;1;190.0;135.0;0.0;24.0;20.0;0.0
2022;Sudeste;SP;Monte Mor;2;0;0;1;1;533.0;0.0;366.0;37.0;0.0;22.0
2022;Sudeste;SP;Paulnia;4;1;0;1;1;54.0;0.0;0.0;3.0;0.0;0.0
2022;Sudeste;SP;Pereira Barreto;4;1;0;1;1;82.0;77.0;0.0;8.0;8.0;0.0
2022;Sudeste;SP;Piracicaba;1;1;1;1;1;351.0;0.0;286.0;46.0;0.0;41.0
2022;Sudeste;SP;Pontal;4;1;0;1;1;312.0;0.0;0.0;7.0;0.0;0.0
2022;Sudeste;SP;Presidente Epitcio;1;1;0;1;1;448.0;0.0;210.0;58.0;0.0;41.0
2022;Sudeste;SP;Presidente Prudente;3;0;1;1;1;18.0;0.0;0.0;18.0;0.0;0.0
2022;Sudeste;SP;Registro;1;1;0;1;1;497.0;0.0;327.0;58.0;0.0;55.0
2022;Sudeste;SP;Salto;4;1;0;1;1;366.0;0.0;0.0;19.0;0.0;0.0
2022;Sudeste;SP;Salto;1;1;0;1;1;376.0;0.0;216.0;52.0;0.0;34.0
2022;Sudeste;SP;Santa Rosa de Viterbo;4;0;0;0;1;66.0;47.0;0.0;8.0;7.0;0.0
2022;Sudeste;SP;Santo Andr;3;1;0;1;1;250.0;0.0;0.0;32.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;1;0;0;1;194.0;0.0;0.0;27.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;1;1;1;1;319.0;0.0;0.0;23.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;0;0;1;298.0;0.0;0.0;18.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;1;1;1;247.0;0.0;0.0;17.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;1;1;1;250.0;0.0;0.0;23.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;0;0;1;151.0;0.0;0.0;22.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;1;0;1;278.0;0.0;0.0;16.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;1;1;1;234.0;0.0;0.0;14.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;0;0;1;212.0;0.0;0.0;11.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;0;0;1;203.0;0.0;0.0;25.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;0;1;1;214.0;0.0;0.0;12.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;1;0;0;1;275.0;0.0;0.0;42.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;0;0;1;235.0;0.0;0.0;31.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;0;0;1;287.0;0.0;0.0;46.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;1;0;0;1;98.0;0.0;0.0;6.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;0;0;1;141.0;0.0;0.0;12.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;0;0;1;213.0;0.0;0.0;14.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;0;0;1;151.0;0.0;0.0;10.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;1;0;1;1;234.0;0.0;0.0;14.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;0;0;1;299.0;0.0;0.0;16.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;0;0;1;170.0;0.0;0.0;10.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;0;0;1;208.0;0.0;0.0;12.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;1;0;0;1;145.0;0.0;0.0;10.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;0;0;1;183.0;0.0;0.0;15.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;0;0;1;246.0;0.0;0.0;14.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;1;0;1;1;207.0;0.0;0.0;12.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;1;0;1;1;275.0;0.0;0.0;17.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;0;1;1;192.0;0.0;0.0;12.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;0;1;1;232.0;0.0;0.0;14.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;0;0;1;132.0;0.0;0.0;9.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;0;0;1;271.0;0.0;0.0;43.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;0;0;1;162.0;0.0;0.0;16.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;0;1;1;60.0;0.0;0.0;6.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;4;0;0;1;1;48.0;48.0;0.0;5.0;5.0;0.0
2022;Sudeste;SP;Santo Andr;3;0;0;1;1;224.0;0.0;0.0;16.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;4;1;0;1;1;330.0;0.0;0.0;40.0;0.0;0.0
2022;Sudeste;SP;Santo Andr;4;0;0;0;1;74.0;0.0;0.0;9.0;0.0;0.0
2022;Sudeste;SP;Santos;4;1;0;1;1;284.0;284.0;0.0;14.0;14.0;0.0
2022;Sudeste;SP;Santos;4;1;0;1;1;47.0;47.0;0.0;8.0;8.0;0.0
2022;Sudeste;SP;Santos;4;1;0;1;1;48.0;48.0;0.0;7.0;7.0;0.0
2022;Sudeste;SP;Santos;4;1;1;1;1;160.0;19.0;81.0;17.0;13.0;16.0
2022;Sudeste;SP;Santos;4;1;1;1;1;62.0;62.0;0.0;3.0;3.0;0.0
2022;Sudeste;SP;So Bernardo do Campo;3;1;0;1;1;354.0;0.0;0.0;20.0;0.0;0.0
2022;Sudeste;SP;So Bernardo do Campo;3;1;1;1;1;1366.0;0.0;0.0;123.0;0.0;0.0
2022;Sudeste;SP;So Caetano do Sul;3;1;1;1;1;1579.0;0.0;1579.0;60.0;0.0;60.0
2022;Sudeste;SP;So Carlos;1;1;1;1;1;374.0;0.0;260.0;53.0;0.0;35.0
2022;Sudeste;SP;So Joo da Boa Vista;1;1;1;1;1;512.0;0.0;271.0;66.0;0.0;47.0
2022;Sudeste;SP;So Jos do Rio Pardo;4;0;0;1;1;193.0;171.0;0.0;24.0;24.0;0.0
2022;Sudeste;SP;So Jos do Rio Preto;4;0;0;0;1;117.0;0.0;0.0;8.0;0.0;0.0
2022;Sudeste;SP;So Jos do Rio Preto;4;0;0;0;1;117.0;93.0;0.0;18.0;16.0;0.0
2022;Sudeste;SP;So Jos dos Campos;3;0;1;1;1;550.0;0.0;0.0;57.0;0.0;0.0
2022;Sudeste;SP;So Jos dos Campos;1;0;0;1;1;418.0;0.0;226.0;44.0;0.0;23.0
2022;Sudeste;SP;So Paulo;1;1;0;1;1;467.0;0.0;351.0;61.0;0.0;54.0
2022;Sudeste;SP;So Paulo;1;0;1;1;1;303.0;0.0;289.0;21.0;0.0;21.0
2022;Sudeste;SP;So Paulo;4;0;0;0;1;325.0;223.0;102.0;16.0;13.0;11.0
2022;Sudeste;SP;So Paulo;4;1;1;1;1;3155.0;1684.0;726.0;226.0;120.0;45.0
2022;Sudeste;SP;So Paulo;4;0;0;0;1;588.0;497.0;0.0;26.0;21.0;0.0
2022;Sudeste;SP;So Paulo;4;1;0;0;1;82.0;82.0;0.0;7.0;7.0;0.0
2022;Sudeste;SP;So Paulo;4;0;0;0;1;12.0;11.0;0.0;8.0;7.0;0.0
2022;Sudeste;SP;So Paulo;4;1;0;0;1;1034.0;690.0;144.0;42.0;28.0;13.0
2022;Sudeste;SP;So Paulo;4;1;0;1;1;750.0;0.0;0.0;16.0;0.0;0.0
2022;Sudeste;SP;So Paulo;2;0;0;0;1;1472.0;0.0;379.0;68.0;0.0;29.0
2022;Sudeste;SP;So Paulo;4;0;0;1;1;111.0;111.0;0.0;5.0;5.0;0.0
2022;Sudeste;SP;So Paulo;1;1;0;1;1;1367.0;0.0;989.0;222.0;0.0;179.0
2022;Sudeste;SP;So Roque;1;1;0;1;1;335.0;0.0;335.0;44.0;0.0;44.0
2022;Sudeste;SP;So Vicente;3;0;0;1;1;1444.0;1223.0;0.0;60.0;55.0;0.0
2022;Sudeste;SP;Sertozinho;1;1;1;1;1;481.0;0.0;305.0;74.0;0.0;47.0
2022;Sudeste;SP;Socorro;4;1;0;1;1;56.0;56.0;0.0;9.0;9.0;0.0
2022;Sudeste;SP;Sorocaba;1;0;0;1;1;603.0;0.0;248.0;49.0;0.0;40.0
2022;Sudeste;SP;Sorocaba;4;1;1;1;1;291.0;0.0;0.0;10.0;0.0;0.0
2022;Sudeste;SP;Sorocaba;4;0;0;1;1;48.0;42.0;0.0;10.0;8.0;0.0
2022;Sudeste;SP;Sumar;3;0;0;0;1;887.0;0.0;887.0;49.0;0.0;49.0
2022;Sudeste;SP;Sumar;4;1;0;1;1;152.0;145.0;0.0;17.0;17.0;0.0
2022;Sudeste;SP;Suzano;1;0;0;1;1;404.0;0.0;222.0;52.0;0.0;42.0
2022;Sudeste;SP;Tatu;2;1;0;1;1;1383.0;0.0;734.0;86.0;0.0;48.0
2022;Sudeste;SP;Tatu;4;1;0;1;1;196.0;196.0;0.0;24.0;24.0;0.0
2022;Sudeste;SP;Taubat;3;0;0;0;1;178.0;0.0;0.0;26.0;0.0;0.0
2022;Sudeste;SP;Teodoro Sampaio;3;1;0;1;1;77.0;0.0;0.0;10.0;0.0;0.0
2022;Sudeste;SP;Torrinha;3;0;0;0;1;156.0;156.0;0.0;16.0;16.0;0.0
2022;Sudeste;SP;Tup;1;1;0;1;1;237.0;0.0;227.0;23.0;0.0;23.0
2022;Sudeste;SP;Vargem Grande Paulista;3;0;0;1;1;27.0;22.0;0.0;7.0;6.0;0.0
2022;Sudeste;SP;Votuporanga;2;0;0;1;1;600.0;0.0;0.0;37.0;0.0;0.0
2022;Sudeste;SP;Votuporanga;1;1;1;1;1;368.0;0.0;337.0;52.0;0.0;51.0
2022;Sul;PR;Arapongas;1;0;0;1;1;33.0;0.0;0.0;9.0;0.0;0.0
2022;Sul;PR;Assis Chateaubriand;1;0;1;1;1;498.0;0.0;341.0;52.0;0.0;51.0
2022;Sul;PR;Astorga;1;0;1;1;1;158.0;0.0;101.0;14.0;0.0;14.0
2022;Sul;PR;Barraco;1;1;0;1;1;220.0;0.0;220.0;15.0;0.0;15.0
2022;Sul;PR;Bocaiva do Sul;4;1;0;1;1;100.0;27.0;0.0;11.0;7.0;0.0
2022;Sul;PR;Califrnia;4;1;0;1;1;64.0;24.0;0.0;12.0;9.0;0.0
2022;Sul;PR;Cambira;4;1;0;1;1;93.0;50.0;0.0;16.0;12.0;0.0
2022;Sul;PR;Campina Grande do Sul;4;1;1;1;1;87.0;78.0;9.0;13.0;10.0;11.0
2022;Sul;PR;Campo Largo;1;1;1;1;1;632.0;0.0;337.0;52.0;0.0;44.0
2022;Sul;PR;Campo Mouro;1;1;0;1;1;139.0;0.0;139.0;25.0;0.0;25.0
2022;Sul;PR;Capanema;1;0;1;1;1;220.0;0.0;220.0;24.0;0.0;24.0
2022;Sul;PR;Cascavel;1;1;1;1;1;324.0;0.0;297.0;31.0;0.0;31.0
2022;Sul;PR;Centenrio do Sul;4;1;0;1;1;75.0;29.0;0.0;15.0;11.0;0.0
2022;Sul;PR;Colombo;3;0;0;1;1;208.0;0.0;0.0;13.0;0.0;0.0
2022;Sul;PR;Colombo;1;0;0;1;1;4526.0;0.0;375.0;128.0;0.0;35.0
2022;Sul;PR;Congonhinhas;4;1;0;1;1;86.0;47.0;0.0;16.0;14.0;0.0
2022;Sul;PR;Contenda;4;1;0;1;1;67.0;17.0;0.0;11.0;6.0;0.0
2022;Sul;PR;Coronel Vivida;1;0;0;1;1;225.0;0.0;225.0;18.0;0.0;18.0
2022;Sul;PR;Cruzeiro do Iguau;4;0;0;1;1;28.0;3.0;0.0;8.0;6.0;0.0
2022;Sul;PR;Curitiba;4;1;1;1;1;1220.0;916.0;169.0;91.0;62.0;31.0
2022;Sul;PR;Curitiba;2;0;0;1;1;388.0;180.0;208.0;37.0;21.0;25.0
2022;Sul;PR;Curitiba;1;1;1;1;1;934.0;481.0;453.0;109.0;52.0;57.0
2022;Sul;PR;Curitiba;2;1;1;1;1;2968.0;468.0;2193.0;228.0;53.0;173.0
2022;Sul;PR;Curitiba;2;0;1;1;1;1459.0;639.0;820.0;78.0;44.0;53.0
2022;Sul;PR;Curitiba;1;1;1;1;1;1224.0;0.0;497.0;87.0;0.0;48.0
2022;Sul;PR;Curitiba;1;1;1;1;1;184.0;0.0;133.0;23.0;0.0;18.0
2022;Sul;PR;Curitiba;4;1;0;1;1;144.0;59.0;0.0;24.0;17.0;0.0
2022;Sul;PR;Curitiba;4;0;0;0;1;72.0;0.0;0.0;10.0;0.0;0.0
2022;Sul;PR;Doutor Camargo;4;1;0;1;1;52.0;8.0;0.0;10.0;5.0;0.0
2022;Sul;PR;Fernandes Pinheiro;4;0;0;1;1;35.0;12.0;0.0;10.0;6.0;0.0
2022;Sul;PR;Foz do Iguau;4;1;1;1;1;405.0;250.0;86.0;22.0;16.0;9.0
2022;Sul;PR;Foz do Iguau;4;1;0;1;1;123.0;45.0;0.0;25.0;17.0;0.0
2022;Sul;PR;Foz do Iguau;2;1;0;1;1;953.0;498.0;455.0;49.0;36.0;36.0
2022;Sul;PR;Foz do Iguau;1;1;1;1;1;591.0;0.0;487.0;44.0;0.0;40.0
2022;Sul;PR;Goioer;1;0;1;1;1;156.0;0.0;156.0;18.0;0.0;18.0
2022;Sul;PR;Imbituva;3;0;0;1;1;160.0;0.0;0.0;8.0;0.0;0.0
2022;Sul;PR;Imbituva;3;0;0;1;1;98.0;0.0;0.0;5.0;0.0;0.0
2022;Sul;PR;Irati;1;1;1;1;1;321.0;0.0;309.0;33.0;0.0;32.0
2022;Sul;PR;Ivaipor;1;0;1;1;1;217.0;0.0;216.0;41.0;0.0;41.0
2022;Sul;PR;Jacarezinho;1;1;1;1;1;406.0;0.0;379.0;53.0;0.0;53.0
2022;Sul;PR;Jaguariava;1;1;1;1;1;267.0;0.0;227.0;21.0;0.0;21.0
2022;Sul;PR;Londrina;1;0;1;1;1;655.0;0.0;356.0;69.0;0.0;47.0
2022;Sul;PR;Nova Santa Brbara;4;1;0;1;1;65.0;30.0;0.0;10.0;7.0;0.0
2022;Sul;PR;Palmas;1;1;1;1;1;202.0;0.0;202.0;44.0;0.0;44.0
2022;Sul;PR;Paranagu;1;1;1;1;1;410.0;0.0;410.0;62.0;0.0;62.0
2022;Sul;PR;Paranava;1;1;1;1;1;491.0;0.0;411.0;59.0;0.0;55.0
2022;Sul;PR;Pato Branco;1;1;1;1;1;3.0;0.0;3.0;10.0;0.0;10.0
2022;Sul;PR;Pato Branco;4;1;0;1;1;118.0;0.0;0.0;13.0;0.0;0.0
2022;Sul;PR;Pinhais;1;0;1;1;1;260.0;0.0;260.0;27.0;0.0;27.0
2022;Sul;PR;Piraquara;3;0;0;1;1;102.0;0.0;0.0;8.0;0.0;0.0
2022;Sul;PR;Pitanga;1;0;1;1;1;131.0;0.0;131.0;18.0;0.0;18.0
2022;Sul;PR;Ponta Grossa;4;1;0;1;1;104.0;0.0;0.0;13.0;0.0;0.0
2022;Sul;PR;Ponta Grossa;4;1;0;0;1;59.0;5.0;0.0;8.0;5.0;0.0
2022;Sul;PR;Quedas do Iguau;1;0;1;1;1;108.0;0.0;108.0;13.0;0.0;13.0
2022;Sul;PR;Santa Mariana;4;1;0;1;1;146.0;74.0;0.0;20.0;15.0;0.0
2022;Sul;PR;Santo Incio;4;1;0;1;1;45.0;11.0;0.0;9.0;6.0;0.0
2022;Sul;PR;Telmaco Borba;1;1;1;1;1;584.0;0.0;584.0;49.0;0.0;49.0
2022;Sul;PR;Umuarama;1;1;1;1;1;405.0;0.0;405.0;48.0;0.0;48.0
2022;Sul;PR;Unio da Vitria;1;1;1;1;1;209.0;0.0;209.0;25.0;0.0;25.0
2022;Sul;PR;Ventania;4;1;0;0;1;36.0;7.0;0.0;8.0;5.0;0.0
2022;Sul;SC;Abelardo Luz;1;0;0;1;1;40.0;0.0;40.0;11.0;0.0;11.0
2022;Sul;SC;Araquari;1;1;1;1;1;772.0;0.0;699.0;73.0;0.0;73.0
2022;Sul;SC;Ararangu;1;1;1;1;1;576.0;0.0;355.0;60.0;0.0;50.0
2022;Sul;SC;Blumenau;1;1;1;1;1;486.0;0.0;341.0;45.0;0.0;44.0
2022;Sul;SC;Blumenau;4;1;1;1;1;422.0;0.0;0.0;10.0;0.0;0.0
2022;Sul;SC;Blumenau;4;1;1;1;1;437.0;0.0;437.0;18.0;0.0;18.0
2022;Sul;SC;Brao do Norte;4;1;1;1;1;62.0;0.0;0.0;9.0;0.0;0.0
2022;Sul;SC;Brao do Norte;4;1;1;1;1;65.0;0.0;0.0;2.0;0.0;0.0
2022;Sul;SC;Brusque;1;1;1;1;1;450.0;0.0;407.0;32.0;0.0;30.0
2022;Sul;SC;Brusque;4;0;0;1;1;621.0;252.0;104.0;29.0;16.0;14.0
2022;Sul;SC;Caador;1;1;1;1;1;310.0;0.0;211.0;36.0;0.0;30.0
2022;Sul;SC;Caador;4;0;1;0;1;176.0;0.0;0.0;7.0;0.0;0.0
2022;Sul;SC;Caibi;4;1;0;1;1;;;;;;
2022;Sul;SC;Cambori;1;1;1;1;1;922.0;0.0;674.0;98.0;0.0;87.0
2022;Sul;SC;Campos Novos;4;0;1;0;1;46.0;0.0;0.0;9.0;0.0;0.0
2022;Sul;SC;Canoinhas;1;1;1;1;1;281.0;0.0;194.0;45.0;0.0;32.0
2022;Sul;SC;Capinzal;4;1;0;1;1;;;;;;
2022;Sul;SC;Capinzal;4;1;0;0;1;90.0;0.0;0.0;14.0;0.0;0.0
2022;Sul;SC;Capinzal;4;1;0;1;1;31.0;0.0;0.0;1.0;0.0;0.0
2022;Sul;SC;Capivari de Baixo;4;1;0;1;1;;;;;;
2022;Sul;SC;Capivari de Baixo;4;1;1;1;1;81.0;0.0;0.0;15.0;0.0;0.0
2022;Sul;SC;Catanduvas;4;0;0;1;1;;;;;;
2022;Sul;SC;Chapec;4;1;0;0;1;204.0;0.0;0.0;5.0;0.0;0.0
2022;Sul;SC;Chapec;1;1;1;1;1;577.0;0.0;212.0;59.0;0.0;26.0
2022;Sul;SC;Chapec;4;1;1;1;1;6.0;0.0;0.0;5.0;0.0;0.0
2022;Sul;SC;Concrdia;1;1;1;1;1;574.0;0.0;574.0;65.0;0.0;65.0
2022;Sul;SC;Cricima;1;1;1;1;1;556.0;0.0;318.0;64.0;0.0;53.0
2022;Sul;SC;Cricima;4;1;1;1;1;161.0;0.0;0.0;27.0;0.0;0.0
2022;Sul;SC;Florianpolis;1;1;1;1;1;2478.0;0.0;1198.0;265.0;0.0;167.0
2022;Sul;SC;Florianpolis;4;1;1;1;1;4011.0;0.0;0.0;141.0;0.0;0.0
2022;Sul;SC;Florianpolis;1;1;0;1;1;402.0;0.0;0.0;55.0;0.0;0.0
2022;Sul;SC;Fraiburgo;1;1;1;1;1;243.0;0.0;132.0;29.0;0.0;22.0
2022;Sul;SC;Garopaba;1;1;0;1;1;313.0;0.0;189.0;31.0;0.0;23.0
2022;Sul;SC;Gaspar;1;0;1;1;1;742.0;0.0;645.0;53.0;0.0;39.0
2022;Sul;SC;Guaramirim;4;0;0;1;1;73.0;0.0;0.0;14.0;0.0;0.0
2022;Sul;SC;Guaramirim;4;0;0;1;1;20.0;0.0;0.0;2.0;0.0;0.0
2022;Sul;SC;Ibirama;1;1;1;1;1;300.0;0.0;300.0;38.0;0.0;38.0
2022;Sul;SC;Indaial;4;0;1;1;1;119.0;0.0;0.0;4.0;0.0;0.0
2022;Sul;SC;Indaial;4;1;0;1;1;213.0;0.0;0.0;31.0;0.0;0.0
2022;Sul;SC;Itaja;1;1;1;1;1;528.0;0.0;301.0;58.0;0.0;46.0
2022;Sul;SC;Itaja;4;0;1;1;1;284.0;0.0;0.0;33.0;0.0;0.0
2022;Sul;SC;Jaragu do Sul;1;1;1;1;1;600.0;0.0;0.0;44.0;0.0;0.0
2022;Sul;SC;Jaragu do Sul;1;1;1;1;1;573.0;0.0;410.0;55.0;0.0;40.0
2022;Sul;SC;Jaragu do Sul;4;1;1;1;1;394.0;0.0;0.0;48.0;0.0;0.0
2022;Sul;SC;Jaragu do Sul;4;1;1;1;1;688.0;39.0;424.0;29.0;12.0;16.0
2022;Sul;SC;Joaaba;4;1;1;1;1;41.0;0.0;0.0;9.0;0.0;0.0
2022;Sul;SC;Joinville;4;0;0;1;1;47.0;0.0;0.0;14.0;0.0;0.0
2022;Sul;SC;Joinville;4;0;0;0;1;214.0;0.0;0.0;31.0;0.0;0.0
2022;Sul;SC;Joinville;4;1;1;1;1;745.0;0.0;0.0;66.0;0.0;0.0
2022;Sul;SC;Joinville;4;0;0;1;1;217.0;0.0;0.0;8.0;0.0;0.0
2022;Sul;SC;Joinville;1;1;1;1;1;677.0;0.0;445.0;71.0;0.0;50.0
2022;Sul;SC;Joinville;4;1;0;1;1;214.0;58.0;0.0;25.0;10.0;0.0
2022;Sul;SC;Joinville;4;1;1;1;1;326.0;0.0;326.0;20.0;0.0;20.0
2022;Sul;SC;Joinville;4;1;0;1;1;;;;;;
2022;Sul;SC;Lages;1;0;1;1;1;382.0;0.0;0.0;54.0;0.0;0.0
2022;Sul;SC;Lages;4;1;1;1;1;;;;;;
2022;Sul;SC;Lauro Mller;4;1;0;1;1;;;;;;
2022;Sul;SC;Luzerna;1;1;1;1;1;426.0;0.0;251.0;41.0;0.0;38.0
2022;Sul;SC;Luzerna;4;1;0;1;1;147.0;0.0;0.0;21.0;0.0;0.0
2022;Sul;SC;Massaranduba;4;1;1;1;1;;;;;;
2022;Sul;SC;Palhoa;1;1;1;1;1;430.0;0.0;416.0;39.0;0.0;38.0
2022;Sul;SC;Palhoa;4;0;1;1;1;168.0;0.0;0.0;30.0;0.0;0.0
2022;Sul;SC;Pinhalzinho;4;1;1;1;1;;;;;;
2022;Sul;SC;Pinhalzinho;4;1;1;1;1;36.0;0.0;0.0;2.0;0.0;0.0
2022;Sul;SC;Porto Belo;4;1;0;1;1;;;;;;
2022;Sul;SC;Rio do Campo;4;1;0;1;1;;;;;;
2022;Sul;SC;Rio do Sul;1;1;1;1;1;469.0;0.0;410.0;73.0;0.0;70.0
2022;Sul;SC;Salete;4;1;0;1;1;;;;;;
2022;Sul;SC;Santa Rosa do Sul;1;1;0;1;1;491.0;0.0;447.0;53.0;0.0;51.0
2022;Sul;SC;So Bento do Sul;1;1;1;1;1;299.0;0.0;299.0;34.0;0.0;34.0
2022;Sul;SC;So Carlos;1;1;1;1;1;191.0;0.0;145.0;30.0;0.0;29.0
2022;Sul;SC;So Francisco do Sul;1;1;0;1;1;359.0;0.0;302.0;36.0;0.0;32.0
2022;Sul;SC;So Francisco do Sul;4;0;0;1;1;106.0;0.0;0.0;8.0;0.0;0.0
