NU_ANO_CENSO;NO_REGIAO;SG_UF;NO_MUNICIPIO;TP_DEPENDENCIA;acess_rampa;acess_elevador;acess_banheiro_pcd;politica_pcd;matriculas_basico;matriculas_fundamental;matriculas_medio;docentes_basico;docentes_fundamental;docentes_medio
2022;Norte;RO;Ariquemes;1;1;1;1;1;605.0;0.0;566.0;55.0;0.0;53.0
2022;Norte;RO;Cacoal;1;1;1;1;1;558.0;0.0;546.0;61.0;0.0;60.0
2022;Norte;RO;Colorado do Oeste;1;1;0;1;1;548.0;0.0;548.0;59.0;0.0;59.0
2022;Norte;RO;Guajar-Mirim;1;1;0;1;1;370.0;0.0;370.0;36.0;0.0;36.0
2022;Norte;RO;Jaru;1;1;1;1;1;324.0;0.0;296.0;31.0;0.0;30.0
2022;Norte;RO;Ji-Paran;1;1;1;1;1;504.0;0.0;504.0;59.0;0.0;59.0
2022;Norte;RO;Porto Velho;2;1;0;1;1;1355.0;1037.0;318.0;54.0;49.0;25.0
2022;Norte;RO;Porto Velho;1;1;1;1;1;854.0;0.0;0.0;29.0;0.0;0.0
2022;Norte;RO;Porto Velho;1;1;1;1;1;957.0;0.0;806.0;98.0;0.0;92.0
2022;Norte;RO;Vilhena;1;1;1;1;1;516.0;0.0;503.0;48.0;0.0;48.0
2022;Norte;RO;So Miguel do Guapor;1;1;0;1;1;98.0;0.0;0.0;7.0;0.0;0.0
2022;Norte;RO;Buritis;4;1;0;1;1;68.0;0.0;0.0;5.0;0.0;0.0
2022;Norte;AC;Cruzeiro do Sul;3;1;0;1;1;310.0;310.0;0.0;14.0;14.0;0.0
2022;Norte;AC;Cruzeiro do Sul;1;1;0;1;1;388.0;0.0;315.0;43.0;0.0;38.0
2022;Norte;AC;Cruzeiro do Sul;2;1;0;1;1;706.0;350.0;356.0;27.0;14.0;15.0
2022;Norte;AC;Porto Walter;2;1;0;0;1;861.0;178.0;402.0;29.0;12.0;14.0
2022;Norte;AC;Rio Branco;1;1;0;1;1;685.0;0.0;419.0;86.0;0.0;62.0
2022;Norte;AC;Rio Branco;1;1;0;1;1;567.0;0.0;0.0;22.0;0.0;0.0
2022;Norte;AC;Rio Branco;2;0;0;1;1;1011.0;546.0;465.0;37.0;25.0;27.0
2022;Norte;AC;Sena Madureira;1;0;1;1;1;287.0;0.0;203.0;31.0;0.0;27.0
2022;Norte;AC;Tarauac;1;1;0;1;1;392.0;0.0;331.0;31.0;0.0;31.0
2022;Norte;AC;Xapuri;1;1;0;1;1;244.0;0.0;244.0;28.0;0.0;28.0
2022;Norte;AC;Porto Acre;2;0;0;0;1;62.0;33.0;29.0;4.0;2.0;2.0
2022;Norte;AC;Porto Acre;2;1;0;1;1;49.0;25.0;24.0;6.0;4.0;4.0
2022;Norte;AM;Anam;3;0;0;0;1;43.0;38.0;0.0;4.0;4.0;0.0
2022;Norte;AM;Anam;3;1;0;0;1;76.0;61.0;0.0;6.0;6.0;0.0
2022;Norte;AM;Anam;3;0;0;1;1;103.0;87.0;0.0;5.0;5.0;0.0
2022;Norte;AM;Anam;3;0;0;0;1;23.0;16.0;0.0;1.0;1.0;0.0
2022;Norte;AM;Anam;3;0;0;0;1;45.0;42.0;0.0;5.0;5.0;0.0
2022;Norte;AM;Anam;3;1;0;0;1;32.0;25.0;0.0;2.0;2.0;0.0
2022;Norte;AM;Anam;3;0;0;0;1;23.0;18.0;0.0;2.0;2.0;0.0
2022;Norte;AM;Anam;3;0;0;0;1;35.0;28.0;0.0;2.0;2.0;0.0
2022;Norte;AM;Anam;3;1;0;1;1;69.0;54.0;0.0;6.0;6.0;0.0
2022;Norte;AM;Anam;3;0;0;0;1;129.0;119.0;0.0;7.0;7.0;0.0
2022;Norte;AM;Anam;3;1;0;0;1;38.0;29.0;0.0;5.0;5.0;0.0
2022;Norte;AM;Anam;3;1;0;0;1;19.0;13.0;0.0;1.0;1.0;0.0
2022;Norte;AM;Anam;3;0;0;0;1;37.0;26.0;0.0;3.0;3.0;0.0
2022;Norte;AM;Anam;3;0;0;0;1;48.0;38.0;0.0;3.0;3.0;0.0
2022;Norte;AM;Anam;3;0;0;0;1;67.0;43.0;0.0;5.0;4.0;0.0
2022;Norte;AM;Anam;3;1;0;0;1;69.0;36.0;0.0;6.0;3.0;0.0
2022;Norte;AM;Anam;3;0;0;1;1;73.0;50.0;0.0;5.0;5.0;0.0
2022;Norte;AM;Anam;3;1;0;1;1;104.0;90.0;0.0;8.0;8.0;0.0
2022;Norte;AM;Boca do Acre;1;0;0;0;1;155.0;0.0;0.0;6.0;0.0;0.0
2022;Norte;AM;Coari;1;1;1;0;1;531.0;0.0;393.0;32.0;0.0;32.0
2022;Norte;AM;Eirunep;1;1;0;1;1;434.0;0.0;266.0;30.0;0.0;30.0
2022;Norte;AM;Humait;1;1;0;1;1;399.0;0.0;254.0;30.0;0.0;28.0
2022;Norte;AM;Iranduba;1;1;0;0;1;238.0;0.0;32.0;19.0;0.0;13.0
2022;Norte;AM;Itacoatiara;2;1;0;0;1;175.0;0.0;0.0;26.0;0.0;0.0
2022;Norte;AM;Itacoatiara;1;1;1;1;1;419.0;0.0;361.0;26.0;0.0;26.0
2022;Norte;AM;Lbrea;1;1;0;1;1;473.0;0.0;395.0;36.0;0.0;36.0
2022;Norte;AM;Manacapuru;1;1;0;1;1;300.0;0.0;195.0;23.0;0.0;22.0
2022;Norte;AM;Manaus;1;1;0;1;1;971.0;0.0;513.0;85.0;0.0;65.0
2022;Norte;AM;Manaus;1;1;1;1;1;1403.0;0.0;725.0;171.0;0.0;123.0
2022;Norte;AM;Manaus;3;0;0;1;1;244.0;244.0;0.0;15.0;15.0;0.0
2022;Norte;AM;Manaus;1;1;0;1;1;699.0;0.0;401.0;77.0;0.0;52.0
2022;Norte;AM;Manaus;2;1;1;1;1;637.0;0.0;0.0;177.0;0.0;0.0
2022;Norte;AM;Manaus;3;1;0;1;1;69.0;0.0;0.0;11.0;0.0;0.0
2022;Norte;AM;Manaus;3;1;0;0;1;60.0;0.0;0.0;5.0;0.0;0.0
2022;Norte;AM;Manaus;3;1;0;1;1;184.0;0.0;0.0;11.0;0.0;0.0
2022;Norte;AM;Manaus;3;1;0;1;1;172.0;0.0;0.0;9.0;0.0;0.0
2022;Norte;AM;Manaus;3;1;0;1;1;187.0;0.0;0.0;24.0;0.0;0.0
2022;Norte;AM;Manaus;3;1;0;1;1;162.0;0.0;0.0;19.0;0.0;0.0
2022;Norte;AM;Manaus;3;1;0;1;1;173.0;0.0;0.0;11.0;0.0;0.0
2022;Norte;AM;Manaus;3;0;0;1;1;167.0;0.0;0.0;20.0;0.0;0.0
2022;Norte;AM;Manaus;3;1;0;1;1;203.0;0.0;0.0;20.0;0.0;0.0
2022;Norte;AM;Manaus;3;0;0;1;1;203.0;0.0;0.0;22.0;0.0;0.0
2022;Norte;AM;Manaus;3;0;0;1;1;161.0;0.0;0.0;17.0;0.0;0.0
2022;Norte;AM;Manaus;3;0;0;1;1;172.0;0.0;0.0;20.0;0.0;0.0
2022;Norte;AM;Manaus;3;0;0;1;1;194.0;0.0;0.0;12.0;0.0;0.0
2022;Norte;AM;Manaus;3;1;0;1;1;160.0;0.0;0.0;16.0;0.0;0.0
2022;Norte;AM;Manaus;2;1;1;1;1;1026.0;0.0;0.0;158.0;0.0;0.0
2022;Norte;AM;Manaus;3;1;0;1;1;218.0;0.0;0.0;23.0;0.0;0.0
2022;Norte;AM;Manaus;3;0;0;1;1;171.0;0.0;0.0;17.0;0.0;0.0
2022;Norte;AM;Maus;1;1;1;1;1;475.0;0.0;347.0;32.0;0.0;30.0
2022;Norte;AM;Parintins;1;1;1;1;1;646.0;0.0;294.0;50.0;0.0;43.0
2022;Norte;AM;Presidente Figueiredo;4;1;0;1;1;135.0;103.0;0.0;11.0;10.0;0.0
2022;Norte;AM;Presidente Figueiredo;1;1;0;1;1;472.0;0.0;365.0;45.0;0.0;45.0
2022;Norte;AM;So Gabriel da Cachoeira;1;1;0;1;1;482.0;0.0;259.0;34.0;0.0;32.0
2022;Norte;AM;Tabatinga;1;1;1;1;1;445.0;0.0;277.0;34.0;0.0;34.0
2022;Norte;AM;Tef;1;1;0;1;1;498.0;0.0;309.0;29.0;0.0;27.0
2022;Norte;RR;Amajari;1;1;0;1;1;141.0;0.0;141.0;34.0;0.0;34.0
2022;Norte;RR;Boa Vista;1;0;0;1;1;295.0;0.0;211.0;35.0;0.0;30.0
2022;Norte;RR;Boa Vista;1;1;1;1;1;627.0;0.0;487.0;80.0;0.0;67.0
2022;Norte;RR;Boa Vista;1;1;0;1;1;383.0;0.0;330.0;36.0;0.0;35.0
2022;Norte;RR;Boa Vista;2;1;0;1;1;352.0;0.0;0.0;29.0;0.0;0.0
2022;Norte;RR;Bonfim;1;1;1;1;1;121.0;0.0;0.0;16.0;0.0;0.0
2022;Norte;RR;Caracara;1;1;0;1;1;284.0;0.0;284.0;43.0;0.0;43.0
2022;Norte;PA;Abaetetuba;1;1;1;1;1;911.0;0.0;500.0;75.0;0.0;63.0
2022;Norte;PA;Altamira;4;1;0;1;1;109.0;0.0;0.0;3.0;0.0;0.0
2022;Norte;PA;Altamira;1;1;0;1;1;368.0;0.0;190.0;31.0;0.0;26.0
2022;Norte;PA;Ananindeua;1;1;1;1;1;281.0;0.0;198.0;28.0;0.0;25.0
2022;Norte;PA;Ananindeua;3;0;0;1;1;919.0;820.0;0.0;39.0;32.0;0.0
2022;Norte;PA;Ananindeua;4;1;0;1;1;440.0;335.0;0.0;31.0;24.0;0.0
2022;Norte;PA;Belm;3;1;0;1;1;697.0;500.0;0.0;41.0;30.0;0.0
2022;Norte;PA;Belm;2;1;0;0;1;732.0;0.0;443.0;41.0;0.0;36.0
2022;Norte;PA;Belm;2;1;0;1;1;1094.0;0.0;509.0;34.0;0.0;21.0
2022;Norte;PA;Belm;4;1;0;1;1;111.0;77.0;0.0;9.0;7.0;0.0
2022;Norte;PA;Belm;4;0;0;0;1;114.0;86.0;0.0;12.0;9.0;0.0
2022;Norte;PA;Belm;4;1;0;1;1;313.0;144.0;0.0;25.0;16.0;0.0
2022;Norte;PA;Belm;4;1;0;1;1;37.0;37.0;0.0;6.0;6.0;0.0
2022;Norte;PA;Belm;1;1;1;1;1;424.0;0.0;0.0;32.0;0.0;0.0
2022;Norte;PA;Belm;1;1;1;1;1;295.0;0.0;0.0;41.0;0.0;0.0
2022;Norte;PA;Belm;2;0;1;1;1;1155.0;0.0;929.0;33.0;0.0;28.0
2022;Norte;PA;Belm;4;1;1;1;1;1027.0;473.0;509.0;58.0;29.0;33.0
2022;Norte;PA;Belm;1;1;1;1;1;2357.0;0.0;1131.0;292.0;0.0;236.0
2022;Norte;PA;Belm;4;1;1;1;1;347.0;0.0;0.0;19.0;0.0;0.0
2022;Norte;PA;Bragana;1;1;1;1;1;561.0;0.0;410.0;62.0;0.0;46.0
2022;Norte;PA;Bragana;4;1;0;1;1;42.0;0.0;0.0;6.0;0.0;0.0
2022;Norte;PA;Breves;1;1;1;1;1;353.0;0.0;312.0;38.0;0.0;33.0
2022;Norte;PA;Camet;4;1;1;1;1;604.0;464.0;104.0;35.0;28.0;13.0
2022;Norte;PA;Camet;1;1;0;1;1;317.0;0.0;228.0;30.0;0.0;28.0
2022;Norte;PA;Castanhal;1;1;0;1;1;597.0;0.0;448.0;113.0;0.0;93.0
2022;Norte;PA;Castanhal;2;1;1;1;1;659.0;0.0;84.0;22.0;0.0;11.0
2022;Norte;PA;Conceio do Araguaia;1;0;1;1;1;285.0;0.0;223.0;42.0;0.0;39.0
2022;Norte;PA;Igarap-Miri;3;0;0;1;1;183.0;88.0;0.0;10.0;5.0;0.0
2022;Norte;PA;Itaituba;1;1;0;1;1;319.0;0.0;252.0;46.0;0.0;43.0
2022;Norte;PA;Jacund;3;0;0;1;1;103.0;0.0;0.0;18.0;0.0;0.0
2022;Norte;PA;Jacund;3;0;0;1;1;79.0;0.0;0.0;9.0;0.0;0.0
2022;Norte;PA;Marab;1;1;0;1;1;375.0;0.0;259.0;42.0;0.0;38.0
2022;Norte;PA;Marab;1;1;1;1;1;453.0;0.0;453.0;38.0;0.0;38.0
2022;Norte;PA;Marituba;2;1;0;1;1;653.0;0.0;413.0;28.0;0.0;27.0
2022;Norte;PA;Novo Progresso;3;0;0;0;1;100.0;0.0;0.0;2.0;0.0;0.0
2022;Norte;PA;Novo Progresso;3;1;0;0;1;458.0;0.0;0.0;18.0;0.0;0.0
2022;Norte;PA;Novo Progresso;3;1;0;0;1;309.0;0.0;0.0;10.0;0.0;0.0
2022;Norte;PA;Novo Progresso;3;0;0;0;1;212.0;0.0;0.0;8.0;0.0;0.0
2022;Norte;PA;bidos;1;1;1;1;1;391.0;0.0;318.0;30.0;0.0;30.0
2022;Norte;PA;Paragominas;4;1;0;1;1;153.0;0.0;0.0;9.0;0.0;0.0
2022;Norte;PA;Paragominas;1;1;0;1;1;743.0;0.0;673.0;52.0;0.0;50.0
2022;Norte;PA;Parauapebas;1;1;0;1;1;620.0;0.0;379.0;27.0;0.0;26.0
2022;Norte;PA;Santa Izabel do Par;2;0;0;0;1;806.0;0.0;359.0;31.0;0.0;23.0
2022;Norte;PA;Santarm;1;1;1;1;1;724.0;0.0;402.0;58.0;0.0;50.0
2022;Norte;PA;Santarm;3;0;0;0;1;159.0;0.0;0.0;7.0;0.0;0.0
2022;Norte;PA;Santarm;3;0;0;0;1;263.0;201.0;0.0;7.0;4.0;0.0
2022;Norte;PA;So Flix do Xingu;4;1;0;1;1;145.0;128.0;17.0;21.0;16.0;11.0
2022;Norte;PA;Tucuru;3;1;0;1;1;686.0;686.0;0.0;33.0;33.0;0.0
2022;Norte;PA;Tucuru;3;1;0;0;1;246.0;0.0;0.0;13.0;0.0;0.0
2022;Norte;PA;Tucuru;3;0;0;1;1;243.0;0.0;0.0;18.0;0.0;0.0
2022;Norte;PA;Tucuru;4;1;0;1;1;872.0;0.0;0.0;11.0;0.0;0.0
2022;Norte;PA;Tucuru;1;1;1;1;1;504.0;0.0;458.0;70.0;0.0;70.0
2022;Norte;PA;Vigia;1;1;0;1;1;155.0;0.0;0.0;19.0;0.0;0.0
2022;Norte;AP;Pedra Branca do Amapari;1;1;0;1;1;65.0;0.0;0.0;11.0;0.0;0.0
2022;Norte;AP;Laranjal do Jari;1;1;0;1;1;700.0;0.0;487.0;53.0;0.0;51.0
2022;Norte;AP;Macap;4;1;0;1;1;213.0;0.0;0.0;7.0;0.0;0.0
2022;Norte;AP;Macap;2;1;0;1;1;580.0;0.0;0.0;50.0;0.0;0.0
2022;Norte;AP;Macap;4;1;0;1;1;93.0;0.0;0.0;5.0;0.0;0.0
2022;Norte;AP;Macap;1;0;1;1;1;895.0;0.0;754.0;99.0;0.0;87.0
2022;Norte;AP;Macap;2;1;0;0;1;320.0;0.0;0.0;22.0;0.0;0.0
2022;Norte;AP;Macap;2;1;0;1;1;;;;;;
2022;Norte;AP;Macap;2;0;0;1;1;1420.0;802.0;471.0;47.0;31.0;29.0
2022;Norte;AP;Macap;3;0;0;1;1;173.0;0.0;0.0;13.0;0.0;0.0
2022;Norte;AP;Macap;2;0;1;1;1;62.0;0.0;0.0;20.0;0.0;0.0
2022;Norte;AP;Macap;2;1;0;1;1;78.0;0.0;0.0;21.0;0.0;0.0
2022;Norte;AP;Oiapoque;1;1;0;1;1;99.0;0.0;0.0;2.0;0.0;0.0
2022;Norte;AP;Porto Grande;1;1;0;1;1;354.0;0.0;258.0;55.0;0.0;53.0
2022;Norte;AP;Santana;4;1;0;1;1;4.0;0.0;0.0;1.0;0.0;0.0
2022;Norte;AP;Santana;1;1;0;1;1;407.0;0.0;324.0;45.0;0.0;44.0
2022;Norte;AP;Santana;2;1;0;1;1;395.0;0.0;0.0;28.0;0.0;0.0
2022;Norte;TO;Alvorada;2;1;0;1;1;82.0;7.0;0.0;12.0;2.0;0.0
2022;Norte;TO;Araguana;1;1;0;1;1;582.0;0.0;308.0;47.0;0.0;37.0
2022;Norte;TO;Araguatins;1;1;0;1;1;626.0;0.0;597.0;64.0;0.0;64.0
2022;Norte;TO;Colinas do Tocantins;1;1;0;1;1;203.0;0.0;203.0;41.0;0.0;41.0
2022;Norte;TO;Dianpolis;1;1;0;1;1;190.0;0.0;190.0;30.0;0.0;30.0
2022;Norte;TO;Formoso do Araguaia;1;1;0;1;1;91.0;0.0;51.0;20.0;0.0;15.0
2022;Norte;TO;Gurupi;1;1;0;1;1;267.0;0.0;234.0;42.0;0.0;38.0
2022;Norte;TO;Lagoa da Confuso;1;1;0;1;1;70.0;0.0;0.0;9.0;0.0;0.0
2022;Norte;TO;Paraso do Tocantins;1;1;0;1;1;257.0;0.0;257.0;43.0;0.0;43.0
2022;Norte;TO;Pedro Afonso;1;1;0;1;1;57.0;0.0;0.0;13.0;0.0;0.0
2022;Norte;TO;Porto Nacional;1;1;0;1;1;400.0;0.0;304.0;47.0;0.0;42.0
2022;Norte;TO;Palmas;1;1;0;1;1;1101.0;0.0;714.0;175.0;0.0;133.0
2022;Norte;TO;Palmas;3;1;0;1;1;1121.0;1121.0;0.0;54.0;54.0;0.0
2022;Nordeste;MA;Aailndia;3;1;0;1;1;86.0;0.0;0.0;16.0;0.0;0.0
2022;Nordeste;MA;Aailndia;1;1;0;1;1;699.0;0.0;568.0;65.0;0.0;65.0
2022;Nordeste;MA;Alcntara;1;0;0;1;1;180.0;0.0;44.0;31.0;0.0;26.0
2022;Nordeste;MA;Alto Alegre do Pindar;2;1;0;1;1;120.0;0.0;120.0;17.0;0.0;17.0
2022;Nordeste;MA;Araioses;1;1;0;1;1;248.0;0.0;169.0;19.0;0.0;17.0
2022;Nordeste;MA;Axix;2;1;0;1;1;504.0;0.0;504.0;37.0;0.0;37.0
2022;Nordeste;MA;Bacabal;1;1;0;1;1;366.0;0.0;301.0;50.0;0.0;46.0
2022;Nordeste;MA;Bacabal;2;1;0;1;1;303.0;0.0;303.0;27.0;0.0;27.0
2022;Nordeste;MA;Barra do Corda;1;1;0;1;1;585.0;0.0;470.0;43.0;0.0;43.0
2022;Nordeste;MA;Barreirinhas;1;1;1;1;1;208.0;0.0;189.0;45.0;0.0;44.0
2022;Nordeste;MA;Barreirinhas;4;0;0;0;1;33.0;0.0;33.0;9.0;0.0;9.0
2022;Nordeste;MA;Buriticupu;1;1;1;1;1;556.0;0.0;454.0;60.0;0.0;59.0
2022;Nordeste;MA;Carolina;1;1;0;1;1;188.0;0.0;0.0;16.0;0.0;0.0
2022;Nordeste;MA;Caxias;3;1;0;1;1;484.0;484.0;0.0;41.0;41.0;0.0
2022;Nordeste;MA;Caxias;1;1;0;1;1;610.0;0.0;610.0;65.0;0.0;65.0
2022;Nordeste;MA;Cod;1;1;0;1;1;462.0;0.0;367.0;69.0;0.0;66.0
2022;Nordeste;MA;Cod;4;1;0;1;1;100.0;53.0;0.0;10.0;6.0;0.0
2022;Nordeste;MA;Cod;4;1;0;1;1;339.0;251.0;0.0;20.0;16.0;0.0
2022;Nordeste;MA;Coelho Neto;1;1;0;1;1;416.0;0.0;376.0;39.0;0.0;34.0
2022;Nordeste;MA;Coroat;4;1;0;1;1;1040.0;472.0;164.0;62.0;37.0;18.0
2022;Nordeste;MA;Coroat;2;1;0;1;1;399.0;0.0;399.0;33.0;0.0;33.0
2022;Nordeste;MA;Cururupu;2;1;0;1;1;514.0;0.0;514.0;34.0;0.0;34.0
2022;Nordeste;MA;Graja;1;1;0;1;1;503.0;0.0;325.0;38.0;0.0;38.0
2022;Nordeste;MA;Imperatriz;2;0;0;1;1;1128.0;629.0;499.0;60.0;38.0;43.0
2022;Nordeste;MA;Imperatriz;1;1;1;1;1;1050.0;0.0;662.0;70.0;0.0;63.0
2022;Nordeste;MA;Itapecuru Mirim;2;0;0;0;1;46.0;0.0;46.0;11.0;0.0;11.0
2022;Nordeste;MA;Itapecuru Mirim;1;1;0;1;1;319.0;0.0;237.0;23.0;0.0;23.0
2022;Nordeste;MA;Pao do Lumiar;3;1;0;1;1;465.0;465.0;0.0;24.0;24.0;0.0
2022;Nordeste;MA;Pao do Lumiar;4;1;0;0;1;24.0;24.0;0.0;4.0;4.0;0.0
2022;Nordeste;MA;Pedreiras;2;1;0;1;1;14.0;0.0;0.0;2.0;0.0;0.0
2022;Nordeste;MA;Pedreiras;1;1;0;1;1;505.0;0.0;389.0;33.0;0.0;33.0
2022;Nordeste;MA;Peritor;2;0;0;0;1;27.0;0.0;27.0;6.0;0.0;6.0
2022;Nordeste;MA;Pinheiro;1;0;0;1;1;504.0;0.0;474.0;38.0;0.0;37.0
2022;Nordeste;MA;Porto Franco;1;0;0;1;1;128.0;0.0;128.0;20.0;0.0;20.0
2022;Nordeste;MA;Presidente Dutra;4;1;1;1;1;185.0;147.0;0.0;20.0;16.0;0.0
2022;Nordeste;MA;Presidente Dutra;1;1;0;1;1;163.0;0.0;157.0;18.0;0.0;18.0
2022;Nordeste;MA;Raposa;3;1;0;0;1;730.0;730.0;0.0;26.0;26.0;0.0
2022;Nordeste;MA;Rosrio;1;0;0;1;1;343.0;0.0;343.0;19.0;0.0;19.0
2022;Nordeste;MA;Santa Ins;2;1;0;1;1;435.0;0.0;435.0;40.0;0.0;40.0
2022;Nordeste;MA;Santa Ins;1;1;1;1;1;816.0;0.0;626.0;52.0;0.0;49.0
2022;Nordeste;MA;Santa Luzia do Paru;2;1;0;1;1;284.0;0.0;284.0;23.0;0.0;23.0
2022;Nordeste;MA;So Joo dos Patos;1;1;0;1;1;367.0;0.0;322.0;44.0;0.0;41.0
2022;Nordeste;MA;So Jos de Ribamar;3;1;0;1;1;1191.0;1086.0;0.0;54.0;51.0;0.0
2022;Nordeste;MA;So Jos de Ribamar;1;1;0;1;1;485.0;0.0;347.0;46.0;0.0;46.0
2022;Nordeste;MA;So Jos de Ribamar;3;1;0;1;1;428.0;368.0;0.0;18.0;16.0;0.0
2022;Nordeste;MA;So Lus;2;0;0;1;1;533.0;0.0;533.0;55.0;0.0;55.0
2022;Nordeste;MA;So Lus;2;1;0;1;1;917.0;605.0;312.0;41.0;31.0;17.0
2022;Nordeste;MA;So Lus;1;0;0;1;1;655.0;322.0;288.0;75.0;40.0;45.0
2022;Nordeste;MA;So Lus;4;1;0;1;1;514.0;347.0;72.0;33.0;24.0;11.0
2022;Nordeste;MA;So Lus;1;1;0;0;1;4040.0;0.0;409.0;98.0;0.0;84.0
2022;Nordeste;MA;So Lus;2;1;0;1;1;1392.0;698.0;694.0;68.0;42.0;47.0
2022;Nordeste;MA;So Lus;2;0;0;0;1;136.0;0.0;0.0;34.0;0.0;0.0
2022;Nordeste;MA;So Lus;1;1;1;1;1;1764.0;0.0;1270.0;191.0;0.0;173.0
2022;Nordeste;MA;So Lus;4;1;1;1;1;497.0;0.0;0.0;13.0;0.0;0.0
2022;Nordeste;MA;So Lus;4;1;0;0;1;64.0;52.0;0.0;13.0;11.0;0.0
2022;Nordeste;MA;So Lus;2;1;0;1;1;;;;;;
2022;Nordeste;MA;So Lus;4;1;0;1;1;580.0;0.0;0.0;22.0;0.0;0.0
2022;Nordeste;MA;So Lus;2;1;0;1;1;505.0;0.0;505.0;35.0;0.0;35.0
2022;Nordeste;MA;So Lus;4;1;0;1;1;109.0;81.0;0.0;16.0;13.0;0.0
2022;Nordeste;MA;So Lus;2;0;0;1;1;103.0;0.0;0.0;18.0;0.0;0.0
2022;Nordeste;MA;So Lus;1;1;1;1;1;404.0;0.0;345.0;13.0;0.0;13.0
2022;Nordeste;MA;So Raimundo das Mangabeiras;1;1;0;1;1;504.0;0.0;321.0;48.0;0.0;44.0
2022;Nordeste;MA;So Vicente Ferrer;3;1;0;0;1;183.0;183.0;0.0;16.0;16.0;0.0
2022;Nordeste;MA;Timon;1;1;0;1;1;628.0;0.0;492.0;66.0;0.0;64.0
2022;Nordeste;MA;Timon;3;1;0;1;1;407.0;407.0;0.0;20.0;20.0;0.0
2022;Nordeste;MA;Timon;2;1;0;1;1;469.0;0.0;469.0;44.0;0.0;44.0
2022;Nordeste;MA;Timon;4;1;0;1;1;334.0;174.0;0.0;27.0;18.0;0.0
2022;Nordeste;MA;Viana;1;1;0;1;1;266.0;0.0;174.0;29.0;0.0;27.0
2022;Nordeste;MA;Z Doca;1;0;1;1;1;305.0;0.0;165.0;22.0;0.0;20.0
2022;Nordeste;PI;Angical do Piau;1;1;0;1;1;420.0;0.0;341.0;42.0;0.0;41.0
2022;Nordeste;PI;Bom Jesus;1;1;0;0;1;518.0;0.0;256.0;35.0;0.0;15.0
2022;Nordeste;PI;Campo Maior;1;1;0;1;1;489.0;0.0;359.0;44.0;0.0;40.0
2022;Nordeste;PI;Cocal;1;1;0;1;1;339.0;0.0;339.0;41.0;0.0;41.0
2022;Nordeste;PI;Corrente;2;1;0;1;1;571.0;0.0;391.0;42.0;0.0;25.0
2022;Nordeste;PI;Corrente;1;1;0;1;1;518.0;0.0;479.0;54.0;0.0;54.0
2022;Nordeste;PI;Floriano;1;1;0;1;1;418.0;0.0;157.0;37.0;0.0;14.0
2022;Nordeste;PI;Floriano;1;1;0;1;1;711.0;0.0;550.0;75.0;0.0;72.0
2022;Nordeste;PI;Jos de Freitas;1;1;0;1;1;112.0;0.0;0.0;7.0;0.0;0.0
2022;Nordeste;PI;Oeiras;2;1;0;1;1;291.0;0.0;291.0;22.0;0.0;22.0
2022;Nordeste;PI;Oeiras;1;1;0;1;1;404.0;0.0;231.0;41.0;0.0;36.0
2022;Nordeste;PI;Parnaba;1;1;0;1;1;577.0;0.0;368.0;62.0;0.0;54.0
2022;Nordeste;PI;Pedro II;1;1;0;1;1;347.0;0.0;327.0;46.0;0.0;43.0
2022;Nordeste;PI;Picos;1;1;0;1;1;532.0;0.0;432.0;54.0;0.0;52.0
2022;Nordeste;PI;Pio IX;1;0;0;0;1;96.0;0.0;0.0;5.0;0.0;0.0
2022;Nordeste;PI;Piripiri;2;1;0;1;1;482.0;0.0;387.0;35.0;0.0;33.0
2022;Nordeste;PI;Piripiri;1;1;0;1;1;420.0;0.0;320.0;56.0;0.0;52.0
2022;Nordeste;PI;So Joo do Piau;1;1;0;1;1;385.0;0.0;370.0;36.0;0.0;35.0
2022;Nordeste;PI;So Raimundo Nonato;2;1;0;1;1;298.0;0.0;298.0;22.0;0.0;22.0
2022;Nordeste;PI;So Raimundo Nonato;1;1;0;1;1;447.0;0.0;340.0;51.0;0.0;41.0
2022;Nordeste;PI;Teresina;1;1;0;1;1;494.0;0.0;172.0;30.0;0.0;13.0
2022;Nordeste;PI;Teresina;1;1;0;1;1;759.0;0.0;433.0;79.0;0.0;53.0
2022;Nordeste;PI;Teresina;1;1;1;1;1;2932.0;0.0;1316.0;229.0;0.0;163.0
2022;Nordeste;PI;Teresina;2;1;0;1;1;1151.0;0.0;874.0;82.0;0.0;58.0
2022;Nordeste;PI;Teresina;1;1;0;1;1;158.0;0.0;0.0;13.0;0.0;0.0
2022;Nordeste;PI;Uruu;1;1;0;1;1;388.0;0.0;344.0;51.0;0.0;49.0
2022;Nordeste;PI;Valena do Piau;2;1;0;1;1;488.0;224.0;264.0;31.0;15.0;23.0
2022;Nordeste;PI;Valena do Piau;1;1;0;1;1;494.0;0.0;359.0;39.0;0.0;39.0
2022;Nordeste;CE;Acara;1;1;1;1;1;240.0;0.0;67.0;40.0;0.0;16.0
2022;Nordeste;CE;Acara;2;1;1;1;1;571.0;0.0;526.0;30.0;0.0;29.0
2022;Nordeste;CE;Acopiara;2;1;0;0;1;342.0;0.0;342.0;25.0;0.0;25.0
2022;Nordeste;CE;Acopiara;1;1;1;1;1;133.0;0.0;88.0;18.0;0.0;17.0
2022;Nordeste;CE;Alcntaras;2;1;0;0;1;455.0;0.0;455.0;21.0;0.0;21.0
